,Label,Detectors,Lat,Lng
1295,I-94 WB @ Carmichael Rd,V94W01A,44.96403,-92.72015
1296,I-94 WB @ Park Ave,L94W48_2,44.96583,-93.26478
1297,T.H.52 NB,V52N04,43.98188,-92.47334
1298,I-94 WB @ Park Ave,L94W48_1,44.96589,-93.26477
1299,T.H.52 NB @ C.S.A.H.1,V52N02,43.97442,-92.44208
1300,T.H.61 SB @ 27th Ave E,V61S205,46.80975,-92.06068
1301,T.H.77 SB N of T.H.13,V77S04,44.82423,-93.22754
1302,I-35W NB @ Lyndale Ave,L35WN41_1,44.89025,-93.29
1303,I-35W NB @ Lyndale Ave,L35WN41_2,44.89028,-93.29
1304,I-35W NB @ Lyndale Ave,L35WN41_3,44.89031,-93.29
1305,I-35W NB @ Co Rd 42,MP35WN02_2,44.74456,-93.28269
1306,I-35W NB @ Co Rd 42,MP35WN02_1,44.74456,-93.28269
1307,T.H.200 WB,VD2_200W50,47.29608,-96.53074
1308,I-694 EB @ Matterhorn Dr,V694E02,45.06609,-93.23684
1309,I-694 EB @ Victoria St,V694E05,45.05601,-93.13165
1310,T.H.10 WB E of T.H.336 (MP 7.309),VDL10W90,46.8779,-96.62956
1311,I-90 WB @ U.S.71,V90W50,43.64251,-94.98213
1312,U.S.169 SB S of Central St,VD3_169S50,46.29016,-93.82551
1313,Rockford Rd EB W of I-494,VHC9E50,45.02904,-93.45726
1314,I-35W NB @ 41st St,MP35WN13_1,44.92911,-93.27419
1315,T.H.10 EB W of T.H.24,VT10E08,45.46187,-94.01616
1316,I-94 EB @ Cedar Ave,L94E58_3,44.96529,-93.24635
1317,I-94 EB @ Cedar Ave,L94E58_2,44.96525,-93.24636
1318,T.H.10 EB E of T.H.25,VT10E09,45.3688,-93.83939
1319,T.H.61 NB S of 70th St,V61N50,44.84301,-92.97695
1320,T.H.61 NB @ Point Douglas Rd,V61N52,44.93342,-93.0272
1321,I-94 EB @ Cedar Ave,L94E58_4,44.96533,-93.24633
1322,I-494 SB S of 49th Ave,V494S01,45.04263,-93.4531
1323,I-494 SB @ Carlson Pkwy,V494S02,44.98375,-93.46012
1324,I-90 EB @ Diagonal Rd,V90E10,43.63766,-95.62767
1325,I-94 EB @ Cedar Ave,L94E58_1,44.96518,-93.2464
1326,T.H.10 SB,VT10E02,45.987,-94.34057
1327,T.H.10 SB @ Co Rd 33,VT10E05,45.64452,-94.17069
1328,I-394 EB @ Wayzata Blvd,V394E11B,44.96851,-93.34115
1329,I-394 EB @ Wayzata Blvd,V394E11A,44.96856,-93.34126
1330,I-35W NB S of 98th St,L35WN30_3,44.82326,-93.2915
1331,I-35W NB S of 98th St,L35WN30_2,44.82326,-93.29146
1332,I-35W NB S of 98th St,L35WN30_1,44.82326,-93.29141
1333,T.H.77 SB @ 66th St,V77S01,44.8806,-93.24722
1334,I-90 WB,V90W40,43.67868,-94.43415
1335,T.H.10 WB @ 4th Ave,V10W06,45.20502,-93.38507
