 , , ,Sum (From 3 PM to 7 PM every 15 minutes),Average (From 3 PM to 7 PM every 15 minutes),Sum (From 5 AM to 9 AM every 15 minutes),Average (From 5 AM to 9 AM every 15 minutes)
2845,Volume,8/2/2017,1933,120.8125,822,51.375
2845,Volume,8/3/2017,1911,119.4375,745,46.5625
2845,Volume,8/4/2017,1697,106.0625,768,48
2845,Volume,8/7/2017,1941,121.3125,751,46.9375
2845,Volume,8/8/2017,1945,121.5625,814,50.875
2845,Volume,8/9/2017,1861,116.3125,847,52.9375
2845,Volume,8/10/2017,1812,113.25,820,51.25
2845,Volume,8/11/2017,1636,102.25,756,47.25
2845,Volume,8/14/2017,1873,117.0625,784,49
2845,Volume,8/15/2017,1854,115.875,769,48.0625
2845,Volume,8/16/2017,1793,112.0625,789,49.3125
2845,Volume,8/17/2017,1874,117.125,765,47.8125
2845,Volume,8/18/2017,1671,104.4375,826,51.625
2845,Volume,8/21/2017,1700,106.25,742,46.375
2845,Volume,8/22/2017,1796,112.25,804,50.25
2845,Volume,8/23/2017,1834,114.625,785,49.0625
2845,Volume,8/24/2017,1836,114.75,929,58.0625
2845,Volume,8/25/2017,1797,112.3125,905,56.5625
2845,Volume,8/28/2017,1836,114.75,795,49.6875
2845,Volume,8/29/2017,1843,115.1875,862,53.875
2845,Volume,8/30/2017,1910,119.375,822,51.375
2845,Volume,8/31/2017,1921,120.0625,874,54.625
2845,Volume,9/1/2017,1726,107.875,774,48.375
2845,Volume,9/4/2017,1023,63.9375,262,16.375
2845,Volume,9/5/2017,1918,119.875,808,50.5
2845,Volume,9/6/2017,1892,118.25,805,50.3125
2845,Volume,9/7/2017,1958,122.375,811,50.6875
2845,Volume,9/8/2017,1869,116.8125,811,50.6875
2845,Volume,9/11/2017,1889,118.0625,802,50.125
2845,Volume,9/12/2017,1991,124.4375,891,55.6875
2845,Volume,9/13/2017,1983,123.9375,877,54.8125
2845,Volume,9/14/2017,1896,118.5,848,53
2845,Volume,9/15/2017,1806,112.875,846,52.875
2845,Volume,9/18/2017,1801,112.5625,808,50.5
2845,Volume,9/19/2017,1872,117,826,51.625
2845,Volume,9/20/2017,1870,116.875,865,54.0625
2845,Volume,9/21/2017,1734,108.375,789,49.3125
2845,Volume,9/22/2017,1673,104.5625,817,51.0625
2845,Volume,9/25/2017,1812,113.25,821,51.3125
2845,Volume,9/26/2017,1911,119.4375,832,52
2845,Volume,9/27/2017,1904,119,847,52.9375
2845,Volume,9/28/2017,1941,121.3125,860,53.75
2845,Volume,9/29/2017,1844,115.25,848,53
2845,Volume,8/1/2018,1960,122.5,754,47.125
2845,Volume,8/2/2018,1806,112.875,857,53.5625
2845,Volume,8/3/2018,1753,109.5625,775,48.4375
2845,Volume,8/6/2018,1817,113.5625,689,43.0625
2845,Volume,8/7/2018,1897,118.5625,755,47.1875
2845,Volume,8/8/2018,1830,114.375,781,48.8125
2845,Volume,8/9/2018,1788,111.75,765,47.8125
2845,Volume,8/10/2018,1668,104.25,733,45.8125
2845,Volume,8/13/2018,1816,113.5,749,46.8125
2845,Volume,8/14/2018,1765,110.3125,760,47.5
2845,Volume,8/15/2018,1662,103.875,764,47.75
2845,Volume,8/16/2018,1761,110.0625,770,48.125
2845,Volume,8/17/2018,1657,103.5625,711,44.4375
2845,Volume,8/20/2018,1731,108.1875,638,39.875
2845,Volume,8/21/2018,1651,103.1875,685,42.8125
2845,Volume,8/22/2018,1659,103.6875,728,45.5
2845,Volume,8/23/2018,1758,109.875,785,49.0625
2845,Volume,8/24/2018,1686,105.375,753,47.0625
2845,Volume,8/27/2018,1819,113.6875,722,45.125
2845,Volume,8/28/2018,1811,113.1875,782,48.875
2845,Volume,8/29/2018,1790,111.875,820,51.25
2845,Volume,8/30/2018,1834,114.625,778,48.625
2845,Volume,8/31/2018,1647,102.9375,780,48.75
2845,Volume,9/3/2018,1137,71.0625,249,15.5625
2845,Volume,9/4/2018,1748,109.25,766,47.875
2845,Volume,9/5/2018,1861,116.3125,795,49.6875
2845,Volume,9/6/2018,1787,111.6875,741,46.3125
2845,Volume,9/7/2018,1738,108.625,789,49.3125
2845,Volume,9/10/2018,1876,117.25,758,47.375
2845,Volume,9/11/2018,1850,115.625,874,54.625
2845,Volume,9/12/2018,1658,103.625,918,57.375
2845,Volume,9/13/2018,1773,110.8125,785,49.0625
2845,Volume,9/14/2018,1674,104.625,784,49
2845,Volume,9/17/2018,1550,96.875,806,50.375
2845,Volume,9/18/2018,1865,116.5625,776,48.5
2845,Volume,9/19/2018,1822,113.875,805,50.3125
2845,Volume,9/20/2018,1781,111.3125,761,47.5625
2845,Volume,9/21/2018,1790,111.875,720,45
2845,Volume,9/24/2018,1838,114.875,689,43.0625
2845,Volume,9/25/2018,1849,115.5625,737,46.0625
2845,Volume,9/26/2018,1864,116.5,717,44.8125
2845,Volume,9/27/2018,1765,110.3125,747,46.6875
2845,Volume,9/28/2018,1668,104.25,678,42.375
2845,Volume,10/1/2018,1813,113.3125,741,46.3125
2845,Volume,10/2/2018,1902,118.875,761,47.5625
2845,Volume,10/3/2018,1779,111.1875,746,46.625
2845,Volume,10/4/2018,1913,119.5625,729,45.5625
2845,Volume,10/5/2018,1726,107.875,726,45.375
486,Volume,8/1/2017,3633,227.0625,3412,213.25
486,Volume,8/2/2017,3613,225.8125,3517,219.8125
486,Volume,8/3/2017,3419,213.6875,3073,192.0625
486,Volume,8/4/2017,3794,237.125,3601,225.0625
486,Volume,8/7/2017,3634,227.125,3504,219
486,Volume,8/8/2017,3580,223.75,3580,223.75
486,Volume,8/9/2017,2694,168.375,3577,223.5625
486,Volume,8/10/2017,3568,223,3744,234
486,Volume,8/11/2017,3698,231.125,3495,218.4375
486,Volume,8/14/2017,3685,230.3125,3609,225.5625
486,Volume,8/15/2017,3688,230.5,3616,226
486,Volume,8/16/2017,3668,229.25,2982,186.375
486,Volume,8/17/2017,3382,211.375,3458,216.125
486,Volume,8/18/2017,3309,206.8125,3584,224
486,Volume,8/21/2017,3359,209.9375,3634,227.125
486,Volume,8/22/2017,3395,212.1875,3579,223.6875
486,Volume,8/23/2017,3338,208.625,3521,220.0625
486,Volume,8/24/2017,3340,208.75,2965,185.3125
486,Volume,8/25/2017,3538,221.125,2714,169.625
486,Volume,8/28/2017,3352,209.5,3237,202.3125
486,Volume,8/29/2017,3122,195.125,3010,188.125
486,Volume,8/30/2017,3398,212.375,3362,210.125
486,Volume,8/31/2017,3545,221.5625,3306,206.625
486,Volume,9/1/2017,3184,199,3353,209.5625
486,Volume,9/4/2017,4013,250.8125,738,46.125
486,Volume,9/5/2017,3633,227.0625,3477,217.3125
486,Volume,9/6/2017,3410,213.125,3374,210.875
486,Volume,9/7/2017,3391,211.9375,3400,212.5
486,Volume,9/8/2017,3395,212.1875,3218,201.125
486,Volume,9/11/2017,3533,220.8125,3270,204.375
486,Volume,9/12/2017,3635,227.1875,3027,189.1875
486,Volume,9/13/2017,3590,224.375,2956,184.75
486,Volume,9/14/2017,3573,223.3125,3012,188.25
486,Volume,9/15/2017,3933,245.8125,3355,209.6875
486,Volume,9/18/2017,3426,214.125,3418,213.625
486,Volume,9/19/2017,3483,217.6875,3126,195.375
486,Volume,9/20/2017,3480,217.5,3270,204.375
486,Volume,9/21/2017,3623,226.4375,3484,217.75
486,Volume,9/22/2017,3575,223.4375,3243,202.6875
486,Volume,9/25/2017,3856,241,1925,120.3125
486,Volume,9/26/2017,3506,219.125,3081,192.5625
486,Volume,9/27/2017,3576,223.5,3425,214.0625
486,Volume,9/28/2017,3646,227.875,3308,206.75
486,Volume,9/29/2017,3339,208.6875,3776,236
486,Volume,8/1/2018,3246,202.875,3115,194.6875
486,Volume,8/2/2018,3251,203.1875,3775,235.9375
486,Volume,8/3/2018,3349,209.3125,3988,249.25
486,Volume,8/6/2018,3552,222,3931,245.6875
486,Volume,8/7/2018,3266,204.125,3793,237.0625
486,Volume,8/8/2018,3187,199.1875,3564,222.75
486,Volume,8/9/2018,3289,205.5625,3695,230.9375
486,Volume,8/10/2018,3323,207.6875,3724,232.75
486,Volume,8/13/2018,3549,221.8125,3393,212.0625
486,Volume,8/14/2018,3249,203.0625,3869,241.8125
486,Volume,8/15/2018,3118,194.875,3815,238.4375
486,Volume,8/16/2018,2966,185.375,3735,233.4375
486,Volume,8/17/2018,3365,210.3125,3895,243.4375
486,Volume,8/20/2018,3000,187.5,3532,220.75
486,Volume,8/21/2018,3182,198.875,3776,236
486,Volume,8/22/2018,3106,194.125,3638,227.375
486,Volume,8/23/2018,2969,185.5625,3383,211.4375
486,Volume,8/24/2018,2842,177.625,3259,203.6875
486,Volume,8/27/2018,2773,173.3125,3414,213.375
486,Volume,8/28/2018,2930,183.125,3048,190.5
486,Volume,8/29/2018,2941,183.8125,3418,213.625
486,Volume,8/30/2018,2976,186,3424,214
486,Volume,8/31/2018,2932,183.25,3615,225.9375
486,Volume,9/3/2018,3668,229.25,745,46.5625
486,Volume,9/4/2018,2609,163.0625,3347,209.1875
486,Volume,9/5/2018,2954,184.625,3428,214.25
486,Volume,9/6/2018,3059,191.1875,3368,210.5
486,Volume,9/7/2018,2952,184.5,3762,235.125
486,Volume,9/10/2018,3157,197.3125,3016,188.5
486,Volume,9/11/2018,2973,185.8125,3248,203
486,Volume,9/12/2018,2971,185.6875,3167,197.9375
486,Volume,9/13/2018,3138,196.125,3330,208.125
486,Volume,9/14/2018,2751,171.9375,3396,212.25
486,Volume,9/17/2018,2513,157.0625,3363,210.1875
486,Volume,9/18/2018,3018,188.625,3196,199.75
486,Volume,9/19/2018,2948,184.25,3239,202.4375
486,Volume,9/20/2018,2133,133.3125,2983,186.4375
486,Volume,9/21/2018,3046,190.375,3240,202.5
486,Volume,9/24/2018,3082,192.625,3451,215.6875
486,Volume,9/25/2018,3057,191.0625,3364,210.25
486,Volume,9/26/2018,3002,187.625,3424,214
486,Volume,9/27/2018,3076,192.25,3287,205.4375
486,Volume,9/28/2018,3068,191.75,3644,227.75
486,Volume,10/1/2018,3070,191.875,3466,216.625
486,Volume,10/2/2018,3197,199.8125,3130,195.625
486,Volume,10/3/2018,2688,168,3312,207
486,Volume,10/4/2018,3085,192.8125,3440,215
486,Volume,10/5/2018,2698,168.625,3294,205.875
737,Volume,8/1/2017,570,35.625,663,41.4375
737,Volume,8/2/2017,553,34.5625,634,39.625
737,Volume,8/3/2017,558,34.875,586,36.625
737,Volume,8/4/2017,538,33.625,574,35.875
737,Volume,8/7/2017,617,38.5625,625,39.0625
737,Volume,8/8/2017,596,37.25,641,40.0625
737,Volume,8/9/2017,602,37.625,659,41.1875
737,Volume,8/10/2017,582,36.375,639,39.9375
737,Volume,8/11/2017,480,30,582,36.375
737,Volume,8/14/2017,597,37.3125,605,37.8125
737,Volume,8/15/2017,627,39.1875,621,38.8125
737,Volume,8/16/2017,648,40.5,564,35.25
737,Volume,8/17/2017,639,39.9375,589,36.8125
737,Volume,8/18/2017,535,33.4375,591,36.9375
737,Volume,8/21/2017,545,34.0625,613,38.3125
737,Volume,8/22/2017,571,35.6875,635,39.6875
737,Volume,8/23/2017,600,37.5,641,40.0625
737,Volume,8/24/2017,582,36.375,632,39.5
737,Volume,8/25/2017,551,34.4375,531,33.1875
737,Volume,8/28/2017,581,36.3125,568,35.5
737,Volume,8/29/2017,646,40.375,627,39.1875
737,Volume,8/30/2017,548,34.25,682,42.625
737,Volume,8/31/2017,588,36.75,589,36.8125
737,Volume,9/1/2017,498,31.125,557,34.8125
737,Volume,9/4/2017,382,23.875,108,6.75
737,Volume,9/5/2017,627,39.1875,635,39.6875
737,Volume,9/6/2017,584,36.5,663,41.4375
737,Volume,9/7/2017,587,36.6875,700,43.75
737,Volume,9/8/2017,663,41.4375,651,40.6875
737,Volume,9/11/2017,634,39.625,689,43.0625
737,Volume,9/12/2017,682,42.625,691,43.1875
737,Volume,9/13/2017,613,38.3125,749,46.8125
737,Volume,9/14/2017,641,40.0625,705,44.0625
737,Volume,9/15/2017,561,35.0625,600,37.5
737,Volume,9/18/2017,560,35,661,41.3125
737,Volume,9/19/2017,596,37.25,722,45.125
737,Volume,9/20/2017,592,37,738,46.125
737,Volume,9/21/2017,569,35.5625,658,41.125
737,Volume,9/22/2017,540,33.75,639,39.9375
737,Volume,9/25/2017,453,28.3125,738,46.125
737,Volume,9/26/2017,686,42.875,648,40.5
737,Volume,9/27/2017,677,42.3125,683,42.6875
737,Volume,9/28/2017,565,35.3125,640,40
737,Volume,9/29/2017,585,36.5625,605,37.8125
737,Volume,8/1/2018,859,53.6875,1299,81.1875
737,Volume,8/2/2018,864,54,1041,65.0625
737,Volume,8/3/2018,773,48.3125,897,56.0625
737,Volume,8/6/2018,788,49.25,981,61.3125
737,Volume,8/7/2018,820,51.25,1118,69.875
737,Volume,8/8/2018,890,55.625,1126,70.375
737,Volume,8/9/2018,869,54.3125,1003,62.6875
737,Volume,8/10/2018,631,39.4375,821,51.3125
737,Volume,8/13/2018,774,48.375,946,59.125
737,Volume,8/14/2018,890,55.625,1140,71.25
737,Volume,8/15/2018,869,54.3125,1093,68.3125
737,Volume,8/16/2018,907,56.6875,964,60.25
737,Volume,8/17/2018,665,41.5625,845,52.8125
737,Volume,8/20/2018,797,49.8125,1048,65.5
737,Volume,8/21/2018,847,52.9375,1188,74.25
737,Volume,8/22/2018,824,51.5,1155,72.1875
737,Volume,8/23/2018,798,49.875,1094,68.375
737,Volume,8/24/2018,750,46.875,957,59.8125
737,Volume,8/27/2018,707,44.1875,1107,69.1875
737,Volume,8/28/2018,911,56.9375,1296,81
737,Volume,8/29/2018,778,48.625,1203,75.1875
737,Volume,8/30/2018,760,47.5,1087,67.9375
737,Volume,8/31/2018,709,44.3125,833,52.0625
737,Volume,9/3/2018,526,32.875,141,8.8125
737,Volume,9/4/2018,787,49.1875,1006,62.875
737,Volume,9/5/2018,919,57.4375,1386,86.625
737,Volume,9/6/2018,766,47.875,1297,81.0625
737,Volume,9/7/2018,795,49.6875,961,60.0625
737,Volume,9/10/2018,823,51.4375,1166,72.875
737,Volume,9/11/2018,867,54.1875,1218,76.125
737,Volume,9/12/2018,757,47.3125,1223,76.4375
737,Volume,9/13/2018,911,56.9375,1130,70.625
737,Volume,9/14/2018,772,48.25,909,56.8125
737,Volume,9/17/2018,661,41.3125,1128,70.5
737,Volume,9/18/2018,784,49,1183,73.9375
737,Volume,9/19/2018,792,49.5,1197,74.8125
737,Volume,9/20/2018,685,42.8125,1072,67
737,Volume,9/21/2018,709,44.3125,1049,65.5625
737,Volume,9/24/2018,817,51.0625,1051,65.6875
737,Volume,9/25/2018,832,52,1342,83.875
737,Volume,9/26/2018,767,47.9375,1343,83.9375
737,Volume,9/27/2018,832,52,1376,86
737,Volume,9/28/2018,759,47.4375,939,58.6875
737,Volume,10/1/2018,1093,68.3125,1063,66.4375
737,Volume,10/2/2018,792,49.5,1284,80.25
737,Volume,10/3/2018,877,54.8125,1255,78.4375
737,Volume,10/4/2018,821,51.3125,1297,81.0625
737,Volume,10/5/2018,805,50.3125,986,61.625
738,Volume,8/1/2017,450,28.125,399,24.9375
738,Volume,8/2/2017,398,24.875,439,27.4375
738,Volume,8/3/2017,479,29.9375,467,29.1875
738,Volume,8/4/2017,550,34.375,518,32.375
738,Volume,8/7/2017,456,28.5,492,30.75
738,Volume,8/8/2017,449,28.0625,451,28.1875
738,Volume,8/9/2017,469,29.3125,512,32
738,Volume,8/10/2017,415,25.9375,496,31
738,Volume,8/11/2017,540,33.75,501,31.3125
738,Volume,8/14/2017,460,28.75,487,30.4375
738,Volume,8/15/2017,456,28.5,481,30.0625
738,Volume,8/16/2017,469,29.3125,446,27.875
738,Volume,8/17/2017,473,29.5625,428,26.75
738,Volume,8/18/2017,523,32.6875,476,29.75
738,Volume,8/21/2017,474,29.625,444,27.75
738,Volume,8/22/2017,486,30.375,463,28.9375
738,Volume,8/23/2017,662,41.375,498,31.125
738,Volume,8/24/2017,437,27.3125,496,31
738,Volume,8/25/2017,563,35.1875,474,29.625
738,Volume,8/28/2017,450,28.125,502,31.375
738,Volume,8/29/2017,536,33.5,456,28.5
738,Volume,8/30/2017,493,30.8125,519,32.4375
738,Volume,8/31/2017,550,34.375,508,31.75
738,Volume,9/1/2017,564,35.25,579,36.1875
738,Volume,9/4/2017,569,35.5625,159,9.9375
738,Volume,9/5/2017,472,29.5,550,34.375
738,Volume,9/6/2017,554,34.625,497,31.0625
738,Volume,9/7/2017,1747,109.1875,1395,87.1875
738,Volume,9/8/2017,1821,113.8125,2017,126.0625
738,Volume,9/11/2017,1986,124.125,1963,122.6875
738,Volume,9/12/2017,2153,134.5625,2099,131.1875
738,Volume,9/13/2017,1861,116.3125,2206,137.875
738,Volume,9/14/2017,1909,119.3125,2188,136.75
738,Volume,9/15/2017,2014,125.875,2149,134.3125
738,Volume,9/18/2017,2260,141.25,2287,142.9375
738,Volume,9/19/2017,2101,131.3125,2362,147.625
738,Volume,9/20/2017,2153,134.5625,2450,153.125
738,Volume,9/21/2017,2280,142.5,2503,156.4375
738,Volume,9/22/2017,2235,139.6875,2539,158.6875
738,Volume,9/25/2017,2457,153.5625,1353,84.5625
738,Volume,9/26/2017,2743,171.4375,2168,135.5
738,Volume,9/27/2017,2930,183.125,2780,173.75
738,Volume,9/28/2017,2395,149.6875,2459,153.6875
738,Volume,9/29/2017,1832,114.5,2081,130.0625
738,Volume,8/1/2018,832,52,592,37
738,Volume,8/2/2018,852,53.25,647,40.4375
738,Volume,8/3/2018,856,53.5,563,35.1875
738,Volume,8/6/2018,797,49.8125,618,38.625
738,Volume,8/7/2018,791,49.4375,620,38.75
738,Volume,8/8/2018,805,50.3125,624,39
738,Volume,8/9/2018,823,51.4375,695,43.4375
738,Volume,8/10/2018,820,51.25,556,34.75
738,Volume,8/13/2018,730,45.625,652,40.75
738,Volume,8/14/2018,823,51.4375,601,37.5625
738,Volume,8/15/2018,775,48.4375,717,44.8125
738,Volume,8/16/2018,1007,62.9375,613,38.3125
738,Volume,8/17/2018,852,53.25,610,38.125
738,Volume,8/20/2018,766,47.875,574,35.875
738,Volume,8/21/2018,783,48.9375,675,42.1875
738,Volume,8/22/2018,788,49.25,671,41.9375
738,Volume,8/23/2018,888,55.5,681,42.5625
738,Volume,8/24/2018,826,51.625,635,39.6875
738,Volume,8/27/2018,714,44.625,671,41.9375
738,Volume,8/28/2018,847,52.9375,557,34.8125
738,Volume,8/29/2018,984,61.5,649,40.5625
738,Volume,8/30/2018,1029,64.3125,682,42.625
738,Volume,8/31/2018,724,45.25,627,39.1875
738,Volume,9/3/2018,484,30.25,156,9.75
738,Volume,9/4/2018,625,39.0625,580,36.25
738,Volume,9/5/2018,884,55.25,679,42.4375
738,Volume,9/6/2018,800,50,707,44.1875
738,Volume,9/7/2018,838,52.375,558,34.875
738,Volume,9/10/2018,754,47.125,584,36.5
738,Volume,9/11/2018,1020,63.75,644,40.25
738,Volume,9/12/2018,876,54.75,722,45.125
738,Volume,9/13/2018,932,58.25,694,43.375
738,Volume,9/14/2018,946,59.125,700,43.75
738,Volume,9/17/2018,650,40.625,722,45.125
738,Volume,9/18/2018,915,57.1875,665,41.5625
738,Volume,9/19/2018,837,52.3125,732,45.75
738,Volume,9/20/2018,804,50.25,640,40
738,Volume,9/21/2018,876,54.75,649,40.5625
738,Volume,9/24/2018,742,46.375,612,38.25
738,Volume,9/25/2018,761,47.5625,606,37.875
738,Volume,9/26/2018,889,55.5625,655,40.9375
738,Volume,9/27/2018,858,53.625,778,48.625
738,Volume,9/28/2018,1020,63.75,604,37.75
738,Volume,10/1/2018,746,46.625,681,42.5625
738,Volume,10/2/2018,960,60,703,43.9375
738,Volume,10/3/2018,856,53.5,617,38.5625
738,Volume,10/4/2018,978,61.125,650,40.625
738,Volume,10/5/2018,982,61.375,641,40.0625
799,Volume,8/1/2017,4745,296.5625,4318,269.875
799,Volume,8/2/2017,4739,296.1875,4490,280.625
799,Volume,8/3/2017,4823,301.4375,3795,237.1875
799,Volume,8/4/2017,5074,317.125,4848,303
799,Volume,8/7/2017,4506,281.625,4338,271.125
799,Volume,8/8/2017,4000,250,4361,272.5625
799,Volume,8/9/2017,3617,226.0625,4319,269.9375
799,Volume,8/10/2017,4540,283.75,4557,284.8125
799,Volume,8/11/2017,4426,276.625,4705,294.0625
799,Volume,8/14/2017,4448,278,4519,282.4375
799,Volume,8/15/2017,4540,283.75,4556,284.75
799,Volume,8/16/2017,4672,292,3536,221
799,Volume,8/17/2017,4829,301.8125,4117,257.3125
799,Volume,8/18/2017,4041,252.5625,4709,294.3125
799,Volume,8/21/2017,4126,257.875,4518,282.375
799,Volume,8/22/2017,4519,282.4375,4312,269.5
799,Volume,8/23/2017,4675,292.1875,4386,274.125
799,Volume,8/24/2017,4380,273.75,4149,259.3125
799,Volume,8/25/2017,5166,322.875,3123,195.1875
799,Volume,8/28/2017,4662,291.375,4068,254.25
799,Volume,8/29/2017,4703,293.9375,4103,256.4375
799,Volume,8/30/2017,4142,258.875,4287,267.9375
799,Volume,8/31/2017,4617,288.5625,3986,249.125
799,Volume,9/1/2017,4550,284.375,4570,285.625
799,Volume,9/4/2017,3220,201.25,1590,99.375
799,Volume,9/5/2017,4152,259.5,3763,235.1875
799,Volume,9/6/2017,4140,258.75,4305,269.0625
799,Volume,9/7/2017,4019,251.1875,4358,272.375
799,Volume,9/8/2017,4015,250.9375,3979,248.6875
799,Volume,9/11/2017,4005,250.3125,4321,270.0625
799,Volume,9/12/2017,3972,248.25,4283,267.6875
799,Volume,9/13/2017,4017,251.0625,4257,266.0625
799,Volume,9/14/2017,4090,255.625,4300,268.75
799,Volume,9/15/2017,3799,237.4375,4450,278.125
799,Volume,9/18/2017,3457,216.0625,4658,291.125
799,Volume,9/19/2017,4028,251.75,4385,274.0625
799,Volume,9/20/2017,3902,243.875,4560,285
799,Volume,9/21/2017,3766,235.375,4195,262.1875
799,Volume,9/22/2017,3807,237.9375,4200,262.5
799,Volume,9/25/2017,3572,223.25,4981,311.3125
799,Volume,9/26/2017,3874,242.125,4185,261.5625
799,Volume,9/27/2017,3622,226.375,4037,252.3125
799,Volume,9/28/2017,3645,227.8125,4467,279.1875
799,Volume,9/29/2017,3552,222,4133,258.3125
799,Volume,8/1/2018,2961,185.0625,3772,235.75
799,Volume,8/2/2018,2669,166.8125,4186,261.625
799,Volume,8/3/2018,2899,181.1875,3850,240.625
799,Volume,8/6/2018,2638,164.875,3864,241.5
799,Volume,8/7/2018,2708,169.25,4141,258.8125
799,Volume,8/8/2018,3038,189.875,3967,247.9375
799,Volume,8/9/2018,2958,184.875,3935,245.9375
799,Volume,8/10/2018,2585,161.5625,3872,242
799,Volume,8/13/2018,2700,168.75,3541,221.3125
799,Volume,8/14/2018,2938,183.625,4287,267.9375
799,Volume,8/15/2018,2671,166.9375,4047,252.9375
799,Volume,8/16/2018,2637,164.8125,3770,235.625
799,Volume,8/17/2018,2721,170.0625,3711,231.9375
799,Volume,8/20/2018,2484,155.25,3601,225.0625
799,Volume,8/21/2018,2710,169.375,3942,246.375
799,Volume,8/22/2018,2943,183.9375,3765,235.3125
799,Volume,8/23/2018,2941,183.8125,3942,246.375
799,Volume,8/24/2018,3294,205.875,4014,250.875
799,Volume,8/27/2018,2760,172.5,4075,254.6875
799,Volume,8/28/2018,3337,208.5625,3585,224.0625
799,Volume,8/29/2018,3185,199.0625,3961,247.5625
799,Volume,8/30/2018,3114,194.625,3956,247.25
799,Volume,8/31/2018,3421,213.8125,4421,276.3125
799,Volume,9/3/2018,2775,173.4375,1476,92.25
799,Volume,9/4/2018,2539,158.6875,3587,224.1875
799,Volume,9/5/2018,3173,198.3125,3866,241.625
799,Volume,9/6/2018,2747,171.6875,3321,207.5625
799,Volume,9/7/2018,2788,174.25,3950,246.875
799,Volume,9/10/2018,3023,188.9375,3831,239.4375
799,Volume,9/11/2018,2968,185.5,3447,215.4375
799,Volume,9/12/2018,2979,186.1875,3423,213.9375
799,Volume,9/13/2018,2923,182.6875,3034,189.625
799,Volume,9/14/2018,2905,181.5625,3026,189.125
799,Volume,9/17/2018,2587,161.6875,3123,195.1875
799,Volume,9/18/2018,3012,188.25,3302,206.375
799,Volume,9/19/2018,2697,168.5625,3150,196.875
799,Volume,9/20/2018,2105,131.5625,2848,178
799,Volume,9/21/2018,3031,189.4375,3365,210.3125
799,Volume,9/24/2018,2943,183.9375,3791,236.9375
799,Volume,9/25/2018,3073,192.0625,4051,253.1875
799,Volume,9/26/2018,2936,183.5,3712,232
799,Volume,9/27/2018,3018,188.625,3942,246.375
799,Volume,9/28/2018,2767,172.9375,3571,223.1875
799,Volume,10/1/2018,2835,177.1875,3865,241.5625
799,Volume,10/2/2018,2918,182.375,3410,213.125
799,Volume,10/3/2018,2808,175.5,4111,256.9375
799,Volume,10/4/2018,3048,190.5,3853,240.8125
799,Volume,10/5/2018,3050,190.625,3664,229
862,Volume,8/1/2017,1234,77.125,879,54.9375
862,Volume,8/2/2017,1369,85.5625,875,54.6875
862,Volume,8/3/2017,1244,77.75,796,49.75
862,Volume,8/4/2017,1339,83.6875,841,52.5625
862,Volume,8/7/2017,1020,63.75,865,54.0625
862,Volume,8/8/2017,1220,76.25,857,53.5625
862,Volume,8/9/2017,1070,66.875,839,52.4375
862,Volume,8/10/2017,1285,80.3125,815,50.9375
862,Volume,8/11/2017,1493,93.3125,832,52
862,Volume,8/14/2017,1159,72.4375,812,50.75
862,Volume,8/15/2017,1256,78.5,794,49.625
862,Volume,8/16/2017,1286,80.375,765,47.8125
862,Volume,8/17/2017,1364,85.25,765,47.8125
862,Volume,8/18/2017,1457,91.0625,778,48.625
862,Volume,8/21/2017,1069,66.8125,806,50.375
862,Volume,8/22/2017,1374,85.875,889,55.5625
862,Volume,8/23/2017,1327,82.9375,846,52.875
862,Volume,8/24/2017,1273,79.5625,798,49.875
862,Volume,8/25/2017,1413,88.3125,786,49.125
862,Volume,8/28/2017,1231,76.9375,806,50.375
862,Volume,8/29/2017,1234,77.125,872,54.5
862,Volume,8/30/2017,1331,83.1875,946,59.125
862,Volume,8/31/2017,1404,87.75,955,59.6875
862,Volume,9/1/2017,1648,103,903,56.4375
862,Volume,9/4/2017,1401,87.5625,319,19.9375
862,Volume,9/5/2017,1277,79.8125,891,55.6875
862,Volume,9/6/2017,1102,68.875,901,56.3125
862,Volume,9/7/2017,1350,84.375,848,53
862,Volume,9/8/2017,1456,91,988,61.75
862,Volume,9/11/2017,1070,66.875,913,57.0625
862,Volume,9/12/2017,1143,71.4375,769,48.0625
862,Volume,9/13/2017,1103,68.9375,915,57.1875
862,Volume,9/14/2017,1389,86.8125,950,59.375
862,Volume,9/15/2017,1184,74,734,45.875
862,Volume,9/18/2017,1063,66.4375,726,45.375
862,Volume,9/19/2017,1089,68.0625,717,44.8125
862,Volume,9/20/2017,1166,72.875,740,46.25
862,Volume,9/21/2017,1364,85.25,838,52.375
862,Volume,9/22/2017,1363,85.1875,661,41.3125
862,Volume,9/25/2017,1001,62.5625,731,45.6875
862,Volume,9/26/2017,1121,70.0625,737,46.0625
862,Volume,9/27/2017,1194,74.625,792,49.5
862,Volume,9/28/2017,1143,71.4375,970,60.625
862,Volume,9/29/2017,1427,89.1875,1016,63.5
862,Volume,8/1/2018,932,58.25,718,44.875
862,Volume,8/2/2018,924,57.75,716,44.75
862,Volume,8/3/2018,982,61.375,707,44.1875
862,Volume,8/6/2018,955,59.6875,821,51.3125
862,Volume,8/7/2018,822,51.375,849,53.0625
862,Volume,8/8/2018,813,50.8125,845,52.8125
862,Volume,8/9/2018,932,58.25,796,49.75
862,Volume,8/10/2018,957,59.8125,744,46.5
862,Volume,8/13/2018,793,49.5625,823,51.4375
862,Volume,8/14/2018,889,55.5625,820,51.25
